name,size,year,absoluteLength,breitengrad,laengengrad
Eigergletscher,32,2064,0,46567062,7986611
Eigergletscher,32,2065,0,46567062,7986611
Eigergletscher,32,2066,0,46567062,7986611
Eigergletscher,32,2067,0,46567062,7986611
Eigergletscher,32,2068,0,46567062,7986611
Eigergletscher,32,2069,0,46567062,7986611
Eigergletscher,32,2070,0,46567062,7986611
Eigergletscher,32,2071,0,46567062,7986611
Eigergletscher,32,2072,0,46567062,7986611
Eigergletscher,32,2073,0,46567062,7986611
Eigergletscher,32,2074,0,46567062,7986611
Eigergletscher,32,2075,0,46567062,7986611
Eigergletscher,32,2076,0,46567062,7986611
Eigergletscher,32,2077,0,46567062,7986611
Eigergletscher,32,2078,0,46567062,7986611
Eigergletscher,32,2079,0,46567062,7986611
Eigergletscher,32,2080,0,46567062,7986611
Eigergletscher,32,2081,0,46567062,7986611
Eigergletscher,32,2082,0,46567062,7986611
Eigergletscher,32,2083,0,46567062,7986611
Eigergletscher,32,2084,0,46567062,7986611
Eigergletscher,32,2085,0,46567062,7986611
Eigergletscher,32,2086,0,46567062,7986611
Eigergletscher,32,2087,0,46567062,7986611
Eigergletscher,32,2088,0,46567062,7986611
Eigergletscher,32,2089,0,46567062,7986611
Eigergletscher,32,2090,0,46567062,7986611
Feegletscher,14,1900,7156,46079301,7878714
Feegletscher,14,1901,7156,46079301,7878714
Feegletscher,14,1902,7156,46079301,7878714
Feegletscher,14,1903,7156,46079301,7878714
Feegletscher,14,1904,7156,46079301,7878714
Feegletscher,14,1905,7156,46079301,7878714
Feegletscher,14,1906,7156,46079301,7878714
Feegletscher,14,1907,7156,46079301,7878714
Feegletscher,14,1908,7156,46079301,7878714
Feegletscher,14,1909,7156,46079301,7878714
Feegletscher,14,1910,7156,46079301,7878714
Feegletscher,14,1911,7156,46079301,7878714
Feegletscher,14,1912,7156,46079301,7878714
Feegletscher,14,1913,7156,46079301,7878714
Feegletscher,14,1914,7056,46079301,7878714
Feegletscher,14,1915,7056,46079301,7878714
Feegletscher,14,1916,7056,46079301,7878714
Feegletscher,14,1917,7056,46079301,7878714
Feegletscher,14,1918,7056,46079301,7878714
Feegletscher,14,1919,7066,46079301,7878714
Feegletscher,14,1920,7078,46079301,7878714
Feegletscher,14,1921,7088,46079301,7878714
Feegletscher,14,1922,7092,46079301,7878714
Feegletscher,14,1923,7092,46079301,7878714
Feegletscher,14,1924,7090,46079301,7878714
Feegletscher,14,1925,7088,46079301,7878714
Feegletscher,14,1926,7083,46079301,7878714
Feegletscher,14,1927,7080,46079301,7878714
Feegletscher,14,1928,7073,46079301,7878714
Feegletscher,14,1929,7054,46079301,7878714
Feegletscher,14,1930,7039,46079301,7878714
Feegletscher,14,1931,7027,46079301,7878714
Feegletscher,14,1932,7011,46079301,7878714
Feegletscher,14,1933,7004,46079301,7878714
Feegletscher,14,1934,6992,46079301,7878714
Feegletscher,14,1935,6968,46079301,7878714
Feegletscher,14,1936,6947,46079301,7878714
Feegletscher,14,1937,6927,46079301,7878714
Feegletscher,14,1938,6867,46079301,7878714
Feegletscher,14,1939,6829,46079301,7878714
Feegletscher,14,1940,6811,46079301,7878714
Feegletscher,14,1941,6785,46079301,7878714
Feegletscher,14,1942,6765,46079301,7878714
Feegletscher,14,1943,6759,46079301,7878714
Feegletscher,14,1944,6767,46079301,7878714
Feegletscher,14,1945,6747,46079301,7878714
Feegletscher,14,1946,6737,46079301,7878714
Feegletscher,14,1947,6707,46079301,7878714
Feegletscher,14,1948,6695,46079301,7878714
Feegletscher,14,1949,6675,46079301,7878714
Feegletscher,14,1950,6657,46079301,7878714
Feegletscher,14,1951,6629,46079301,7878714
Feegletscher,14,1952,6623,46079301,7878714
Feegletscher,14,1953,6593,46079301,7878714
Feegletscher,14,1954,6593,46079301,7878714
Feegletscher,14,1955,6593,46079301,7878714
Feegletscher,14,1956,6073,46079301,7878714
Feegletscher,14,1957,6073,46079301,7878714
Feegletscher,14,1958,6108,46079301,7878714
Feegletscher,14,1959,6117,46079301,7878714
Feegletscher,14,1960,6117,46079301,7878714
Feegletscher,14,1961,6150,46079301,7878714
Feegletscher,14,1962,6165,46079301,7878714
Feegletscher,14,1963,6171,46079301,7878714
Feegletscher,14,1964,6180,46079301,7878714
Feegletscher,14,1965,6189,46079301,7878714
Feegletscher,14,1966,6195,46079301,7878714
Feegletscher,14,1967,6202,46079301,7878714
Feegletscher,14,1968,6214,46079301,7878714
Feegletscher,14,1969,6224,46079301,7878714
Feegletscher,14,1970,6240,46079301,7878714
Feegletscher,14,1971,6258,46079301,7878714
Feegletscher,14,1972,6288,46079301,7878714
Feegletscher,14,1973,6309,46079301,7878714
Feegletscher,14,1974,6321,46079301,7878714
Feegletscher,14,1975,6335,46079301,7878714
Feegletscher,14,1976,6341,46079301,7878714
Feegletscher,14,1977,6350,46079301,7878714
Feegletscher,14,1978,6356,46079301,7878714
Feegletscher,14,1979,6373,46079301,7878714
Feegletscher,14,1980,6393,46079301,7878714
Feegletscher,14,1981,6433,46079301,7878714
Feegletscher,14,1982,6498,46079301,7878714
Feegletscher,14,1983,6548,46079301,7878714
Feegletscher,14,1984,6588,46079301,7878714
Feegletscher,14,1985,6627,46079301,7878714
Feegletscher,14,1986,6627,46079301,7878714
Feegletscher,14,1987,6708,46079301,7878714
Feegletscher,14,1988,6795,46079301,7878714
Feegletscher,14,1989,6744,46079301,7878714
Feegletscher,14,1990,6739,46079301,7878714
Feegletscher,14,1991,6729,46079301,7878714
Feegletscher,14,1992,6724,46079301,7878714
Feegletscher,14,1993,6724,46079301,7878714
Feegletscher,14,1994,6669,46079301,7878714
Feegletscher,14,1995,6637,46079301,7878714
Feegletscher,14,1996,6619,46079301,7878714
Feegletscher,14,1997,6594,46079301,7878714
Feegletscher,14,1998,6483,46079301,7878714
Feegletscher,14,1999,6396,46079301,7878714
Feegletscher,14,2000,6359,46079301,7878714
Feegletscher,14,2001,6150,46079301,7878714
Feegletscher,14,2002,6085,46079301,7878714
Feegletscher,14,2003,6061,46079301,7878714
Feegletscher,14,2004,6056,46079301,7878714
Feegletscher,14,2005,6049,46079301,7878714
Feegletscher,14,2006,6045,46079301,7878714
Feegletscher,14,2007,6040,46079301,7878714
Feegletscher,14,2008,6020,46079301,7878714
Feegletscher,14,2009,6006,46079301,7878714
Feegletscher,14,2010,6000,46079301,7878714
Feegletscher,14,2011,5976,46079301,7878714
Feegletscher,14,2012,5956,46079301,7878714
Feegletscher,14,2013,5956,46079301,7878714
Feegletscher,14,2014,5935,46079301,7878714
Feegletscher,14,2015,5890,46079301,7878714
Feegletscher,14,2016,5870,46079301,7878714
Feegletscher,14,2017,5853,46079301,7878714
Feegletscher,14,2018,5743,46079301,7878714
Feegletscher,14,2019,5632,46079301,7878714
Feegletscher,14,2020,5522,46079301,7878714
Feegletscher,14,2021,5411,46079301,7878714
Feegletscher,14,2022,5301,46079301,7878714
Feegletscher,14,2023,5190,46079301,7878714
Feegletscher,14,2024,5080,46079301,7878714
Feegletscher,14,2025,4970,46079301,7878714
Feegletscher,14,2026,4859,46079301,7878714
Feegletscher,14,2027,4749,46079301,7878714
Feegletscher,14,2028,4638,46079301,7878714
Feegletscher,14,2029,4528,46079301,7878714
Feegletscher,14,2030,4417,46079301,7878714
Feegletscher,14,2031,4307,46079301,7878714
Feegletscher,14,2032,4196,46079301,7878714
Feegletscher,14,2033,4086,46079301,7878714
Feegletscher,14,2034,3976,46079301,7878714
Feegletscher,14,2035,3865,46079301,7878714
Feegletscher,14,2036,3755,46079301,7878714
Feegletscher,14,2037,3644,46079301,7878714
Feegletscher,14,2038,3534,46079301,7878714
Feegletscher,14,2039,3423,46079301,7878714
Feegletscher,14,2040,3313,46079301,7878714
Feegletscher,14,2041,3203,46079301,7878714
Feegletscher,14,2042,3092,46079301,7878714
Feegletscher,14,2043,2982,46079301,7878714
Feegletscher,14,2044,2871,46079301,7878714
Feegletscher,14,2045,2761,46079301,7878714
Feegletscher,14,2046,2650,46079301,7878714
Feegletscher,14,2047,2540,46079301,7878714
Feegletscher,14,2048,2430,46079301,7878714
Feegletscher,14,2049,2319,46079301,7878714
Feegletscher,14,2050,2209,46079301,7878714
Feegletscher,14,2051,2098,46079301,7878714
Feegletscher,14,2052,1988,46079301,7878714
Feegletscher,14,2053,1877,46079301,7878714
Feegletscher,14,2054,1767,46079301,7878714
Feegletscher,14,2055,1657,46079301,7878714
Feegletscher,14,2056,1546,46079301,7878714
Feegletscher,14,2057,1436,46079301,7878714
Feegletscher,14,2058,1325,46079301,7878714
Feegletscher,14,2059,1215,46079301,7878714
Feegletscher,14,2060,1104,46079301,7878714
Feegletscher,14,2061,994,46079301,7878714
Feegletscher,14,2062,883,46079301,7878714
Feegletscher,14,2063,773,46079301,7878714
Feegletscher,14,2064,663,46079301,7878714
Feegletscher,14,2065,552,46079301,7878714
Feegletscher,14,2066,442,46079301,7878714
Feegletscher,14,2067,331,46079301,7878714
Feegletscher,14,2068,221,46079301,7878714
Feegletscher,14,2069,110,46079301,7878714
Feegletscher,14,2070,0,46079301,7878714
Feegletscher,14,2071,0,46079301,7878714
Feegletscher,14,2072,0,46079301,7878714
Feegletscher,14,2073,0,46079301,7878714
Feegletscher,14,2074,0,46079301,7878714
Feegletscher,14,2075,0,46079301,7878714
Feegletscher,14,2076,0,46079301,7878714
Feegletscher,14,2077,0,46079301,7878714
Feegletscher,14,2078,0,46079301,7878714
Feegletscher,14,2079,0,46079301,7878714
Feegletscher,14,2080,0,46079301,7878714
Feegletscher,14,2081,0,46079301,7878714
Feegletscher,14,2082,0,46079301,7878714
Feegletscher,14,2083,0,46079301,7878714
Feegletscher,14,2084,0,46079301,7878714
Feegletscher,14,2085,0,46079301,7878714
Feegletscher,14,2086,0,46079301,7878714
Feegletscher,14,2087,0,46079301,7878714
Feegletscher,14,2088,0,46079301,7878714
Feegletscher,14,2089,0,46079301,7878714
Feegletscher,14,2090,0,46079301,7878714
Ferpècle-Gletscher,11,1900,7637,46019858,7576934
Ferpècle-Gletscher,11,1901,7632,46019858,7576934
Ferpècle-Gletscher,11,1902,7632,46019858,7576934
Ferpècle-Gletscher,11,1903,7632,46019858,7576934
Ferpècle-Gletscher,11,1904,7629,46019858,7576934
Ferpècle-Gletscher,11,1905,7626,46019858,7576934
Ferpècle-Gletscher,11,1906,7626,46019858,7576934
Ferpècle-Gletscher,11,1907,7626,46019858,7576934
Ferpècle-Gletscher,11,1908,7604,46019858,7576934
Ferpècle-Gletscher,11,1909,7589,46019858,7576934
Ferpècle-Gletscher,11,1910,7567,46019858,7576934
Ferpècle-Gletscher,11,1911,7539,46019858,7576934
Ferpècle-Gletscher,11,1912,7528,46019858,7576934
Ferpècle-Gletscher,11,1913,7498,46019858,7576934
Ferpècle-Gletscher,11,1914,7463,46019858,7576934
Ferpècle-Gletscher,11,1915,7455,46019858,7576934
Ferpècle-Gletscher,11,1916,7461,46019858,7576934
Ferpècle-Gletscher,11,1917,7449,46019858,7576934
Ferpècle-Gletscher,11,1918,7443,46019858,7576934
Ferpècle-Gletscher,11,1919,7431,46019858,7576934
Ferpècle-Gletscher,11,1920,7423,46019858,7576934
Ferpècle-Gletscher,11,1921,7413,46019858,7576934
Ferpècle-Gletscher,11,1922,7407,46019858,7576934
Ferpècle-Gletscher,11,1923,7399,46019858,7576934
Ferpècle-Gletscher,11,1924,7395,46019858,7576934
Ferpècle-Gletscher,11,1925,7393,46019858,7576934
Ferpècle-Gletscher,11,1926,7387,46019858,7576934
Ferpècle-Gletscher,11,1927,7363,46019858,7576934
Ferpècle-Gletscher,11,1928,7359,46019858,7576934
Ferpècle-Gletscher,11,1929,7357,46019858,7576934
Ferpècle-Gletscher,11,1930,7349,46019858,7576934
Ferpècle-Gletscher,11,1931,7335,46019858,7576934
Ferpècle-Gletscher,11,1932,7331,46019858,7576934
Ferpècle-Gletscher,11,1933,7335,46019858,7576934
Ferpècle-Gletscher,11,1934,7312,46019858,7576934
Ferpècle-Gletscher,11,1935,7304,46019858,7576934
Ferpècle-Gletscher,11,1936,7302,46019858,7576934
Ferpècle-Gletscher,11,1937,7298,46019858,7576934
Ferpècle-Gletscher,11,1938,7298,46019858,7576934
Ferpècle-Gletscher,11,1939,7282,46019858,7576934
Ferpècle-Gletscher,11,1940,7274,46019858,7576934
Ferpècle-Gletscher,11,1941,7268,46019858,7576934
Ferpècle-Gletscher,11,1942,7254,46019858,7576934
Ferpècle-Gletscher,11,1943,7245,46019858,7576934
Ferpècle-Gletscher,11,1944,7245,46019858,7576934
Ferpècle-Gletscher,11,1945,7227,46019858,7576934
Ferpècle-Gletscher,11,1946,7195,46019858,7576934
Ferpècle-Gletscher,11,1947,7173,46019858,7576934
Ferpècle-Gletscher,11,1948,7159,46019858,7576934
Ferpècle-Gletscher,11,1949,7149,46019858,7576934
Ferpècle-Gletscher,11,1950,7143,46019858,7576934
Ferpècle-Gletscher,11,1951,7134,46019858,7576934
Ferpècle-Gletscher,11,1952,7126,46019858,7576934
Ferpècle-Gletscher,11,1953,7065,46019858,7576934
Ferpècle-Gletscher,11,1954,7047,46019858,7576934
Ferpècle-Gletscher,11,1955,7036,46019858,7576934
Ferpècle-Gletscher,11,1956,6989,46019858,7576934
Ferpècle-Gletscher,11,1957,6955,46019858,7576934
Ferpècle-Gletscher,11,1958,6913,46019858,7576934
Ferpècle-Gletscher,11,1959,6913,46019858,7576934
Ferpècle-Gletscher,11,1960,6851,46019858,7576934
Ferpècle-Gletscher,11,1961,6822,46019858,7576934
Ferpècle-Gletscher,11,1962,6807,46019858,7576934
Ferpècle-Gletscher,11,1963,6602,46019858,7576934
Ferpècle-Gletscher,11,1964,6602,46019858,7576934
Ferpècle-Gletscher,11,1965,6602,46019858,7576934
Ferpècle-Gletscher,11,1966,6579,46019858,7576934
Ferpècle-Gletscher,11,1967,6575,46019858,7576934
Ferpècle-Gletscher,11,1968,6572,46019858,7576934
Ferpècle-Gletscher,11,1969,6570,46019858,7576934
Ferpècle-Gletscher,11,1970,6570,46019858,7576934
Ferpècle-Gletscher,11,1971,6570,46019858,7576934
Ferpècle-Gletscher,11,1972,6571,46019858,7576934
Ferpècle-Gletscher,11,1973,6579,46019858,7576934
Ferpècle-Gletscher,11,1974,6579,46019858,7576934
Ferpècle-Gletscher,11,1975,6581,46019858,7576934
Ferpècle-Gletscher,11,1976,6585,46019858,7576934
Ferpècle-Gletscher,11,1977,6590,46019858,7576934
Ferpècle-Gletscher,11,1978,6595,46019858,7576934
Ferpècle-Gletscher,11,1979,6597,46019858,7576934
Ferpècle-Gletscher,11,1980,6614,46019858,7576934
Ferpècle-Gletscher,11,1981,6624,46019858,7576934
Ferpècle-Gletscher,11,1982,6634,46019858,7576934
Ferpècle-Gletscher,11,1983,6655,46019858,7576934
Ferpècle-Gletscher,11,1984,6670,46019858,7576934
Ferpècle-Gletscher,11,1985,6686,46019858,7576934
Ferpècle-Gletscher,11,1986,6691,46019858,7576934
Ferpècle-Gletscher,11,1987,6695,46019858,7576934
Ferpècle-Gletscher,11,1988,6701,46019858,7576934
Ferpècle-Gletscher,11,1989,6704,46019858,7576934
Ferpècle-Gletscher,11,1990,6696,46019858,7576934
Ferpècle-Gletscher,11,1991,6677,46019858,7576934
Ferpècle-Gletscher,11,1992,6669,46019858,7576934
Ferpècle-Gletscher,11,1993,6662,46019858,7576934
Ferpècle-Gletscher,11,1994,6639,46019858,7576934
Ferpècle-Gletscher,11,1995,6627,46019858,7576934
Ferpècle-Gletscher,11,1996,6625,46019858,7576934
Ferpècle-Gletscher,11,1997,6615,46019858,7576934
Ferpècle-Gletscher,11,1998,6581,46019858,7576934
Ferpècle-Gletscher,11,1999,6580,46019858,7576934
Ferpècle-Gletscher,11,2000,6565,46019858,7576934
Ferpècle-Gletscher,11,2001,6560,46019858,7576934
Ferpècle-Gletscher,11,2002,6545,46019858,7576934
Ferpècle-Gletscher,11,2003,6525,46019858,7576934
Ferpècle-Gletscher,11,2004,6487,46019858,7576934
Ferpècle-Gletscher,11,2005,6485,46019858,7576934
Ferpècle-Gletscher,11,2006,6452,46019858,7576934
Ferpècle-Gletscher,11,2007,6436,46019858,7576934
Ferpècle-Gletscher,11,2008,6436,46019858,7576934
Ferpècle-Gletscher,11,2009,6423,46019858,7576934
Ferpècle-Gletscher,11,2010,6400,46019858,7576934
Ferpècle-Gletscher,11,2011,6388,46019858,7576934
Ferpècle-Gletscher,11,2012,6349,46019858,7576934
Ferpècle-Gletscher,11,2013,6323,46019858,7576934
Ferpècle-Gletscher,11,2014,6310,46019858,7576934
Ferpècle-Gletscher,11,2015,6285,46019858,7576934
Ferpècle-Gletscher,11,2016,6206,46019858,7576934
Ferpècle-Gletscher,11,2017,6054,46019858,7576934
Ferpècle-Gletscher,11,2018,5971,46019858,7576934
Ferpècle-Gletscher,11,2019,5888,46019858,7576934
Ferpècle-Gletscher,11,2020,5805,46019858,7576934
Ferpècle-Gletscher,11,2021,5722,46019858,7576934
Ferpècle-Gletscher,11,2022,5639,46019858,7576934
Ferpècle-Gletscher,11,2023,5556,46019858,7576934
Ferpècle-Gletscher,11,2024,5473,46019858,7576934
Ferpècle-Gletscher,11,2025,5391,46019858,7576934
Ferpècle-Gletscher,11,2026,5308,46019858,7576934
Ferpècle-Gletscher,11,2027,5225,46019858,7576934
Ferpècle-Gletscher,11,2028,5142,46019858,7576934
Ferpècle-Gletscher,11,2029,5059,46019858,7576934
Ferpècle-Gletscher,11,2030,4976,46019858,7576934
Ferpècle-Gletscher,11,2031,4893,46019858,7576934
Ferpècle-Gletscher,11,2032,4810,46019858,7576934
Ferpècle-Gletscher,11,2033,4727,46019858,7576934
Ferpècle-Gletscher,11,2034,4644,46019858,7576934
Ferpècle-Gletscher,11,2035,4561,46019858,7576934
Ferpècle-Gletscher,11,2036,4478,46019858,7576934
Ferpècle-Gletscher,11,2037,4395,46019858,7576934
Ferpècle-Gletscher,11,2038,4312,46019858,7576934
Ferpècle-Gletscher,11,2039,4230,46019858,7576934
Ferpècle-Gletscher,11,2040,4147,46019858,7576934
Ferpècle-Gletscher,11,2041,4064,46019858,7576934
Ferpècle-Gletscher,11,2042,3981,46019858,7576934
Ferpècle-Gletscher,11,2043,3898,46019858,7576934
Ferpècle-Gletscher,11,2044,3815,46019858,7576934
Ferpècle-Gletscher,11,2045,3732,46019858,7576934
Ferpècle-Gletscher,11,2046,3649,46019858,7576934
Ferpècle-Gletscher,11,2047,3566,46019858,7576934
Ferpècle-Gletscher,11,2048,3483,46019858,7576934
Ferpècle-Gletscher,11,2049,3400,46019858,7576934
Ferpècle-Gletscher,11,2050,3317,46019858,7576934
Ferpècle-Gletscher,11,2051,3234,46019858,7576934
Ferpècle-Gletscher,11,2052,3151,46019858,7576934
Ferpècle-Gletscher,11,2053,3068,46019858,7576934
Ferpècle-Gletscher,11,2054,2986,46019858,7576934
Ferpècle-Gletscher,11,2055,2903,46019858,7576934
Ferpècle-Gletscher,11,2056,2820,46019858,7576934
Ferpècle-Gletscher,11,2057,2737,46019858,7576934
Ferpècle-Gletscher,11,2058,2654,46019858,7576934
Ferpècle-Gletscher,11,2059,2571,46019858,7576934
Ferpècle-Gletscher,11,2060,2488,46019858,7576934
Ferpècle-Gletscher,11,2061,2405,46019858,7576934
Ferpècle-Gletscher,11,2062,2322,46019858,7576934
Ferpècle-Gletscher,11,2063,2239,46019858,7576934
Ferpècle-Gletscher,11,2064,2156,46019858,7576934
Ferpècle-Gletscher,11,2065,2073,46019858,7576934
Ferpècle-Gletscher,11,2066,1990,46019858,7576934
Ferpècle-Gletscher,11,2067,1907,46019858,7576934
Ferpècle-Gletscher,11,2068,1824,46019858,7576934
Ferpècle-Gletscher,11,2069,1742,46019858,7576934
Ferpècle-Gletscher,11,2070,1659,46019858,7576934
Ferpècle-Gletscher,11,2071,1576,46019858,7576934
Ferpècle-Gletscher,11,2072,1493,46019858,7576934
Ferpècle-Gletscher,11,2073,1410,46019858,7576934
Ferpècle-Gletscher,11,2074,1327,46019858,7576934
Ferpècle-Gletscher,11,2075,1244,46019858,7576934
Ferpècle-Gletscher,11,2076,1161,46019858,7576934
Ferpècle-Gletscher,11,2077,1078,46019858,7576934
Ferpècle-Gletscher,11,2078,995,46019858,7576934
Ferpècle-Gletscher,11,2079,912,46019858,7576934
Ferpècle-Gletscher,11,2080,829,46019858,7576934
Ferpècle-Gletscher,11,2081,746,46019858,7576934
Ferpècle-Gletscher,11,2082,663,46019858,7576934
Ferpècle-Gletscher,11,2083,581,46019858,7576934
Ferpècle-Gletscher,11,2084,498,46019858,7576934
Ferpècle-Gletscher,11,2085,415,46019858,7576934
Ferpècle-Gletscher,11,2086,332,46019858,7576934
Ferpècle-Gletscher,11,2087,249,46019858,7576934
Ferpècle-Gletscher,11,2088,166,46019858,7576934
Ferpècle-Gletscher,11,2089,83,46019858,7576934
Ferpècle-Gletscher,11,2090,0,46019858,7576934
Fieschergletscher,36,1900,2551,46499420,8143392
Fieschergletscher,36,1901,2549,46499420,8143392
Fieschergletscher,36,1902,2546,46499420,8143392
Fieschergletscher,36,1903,2544,46499420,8143392
Fieschergletscher,36,1904,2541,46499420,8143392
Fieschergletscher,36,1905,2541,46499420,8143392
Fieschergletscher,36,1906,2538,46499420,8143392
Fieschergletscher,36,1907,2536,46499420,8143392
Fieschergletscher,36,1908,2532,46499420,8143392
Fieschergletscher,36,1909,2526,46499420,8143392
Fieschergletscher,36,1910,2523,46499420,8143392
Fieschergletscher,36,1911,2521,46499420,8143392
Fieschergletscher,36,1912,2521,46499420,8143392
Fieschergletscher,36,1913,2515,46499420,8143392
Fieschergletscher,36,1914,2515,46499420,8143392
Fieschergletscher,36,1915,2504,46499420,8143392
Fieschergletscher,36,1916,2511,46499420,8143392
Fieschergletscher,36,1917,2514,46499420,8143392
Fieschergletscher,36,1918,2514,46499420,8143392
Fieschergletscher,36,1919,2522,46499420,8143392
Fieschergletscher,36,1920,2528,46499420,8143392
Fieschergletscher,36,1921,2521,46499420,8143392
Fieschergletscher,36,1922,2517,46499420,8143392
Fieschergletscher,36,1923,2515,46499420,8143392
Fieschergletscher,36,1924,2518,46499420,8143392
Fieschergletscher,36,1925,2522,46499420,8143392
Fieschergletscher,36,1926,2530,46499420,8143392
Fieschergletscher,36,1927,2532,46499420,8143392
Fieschergletscher,36,1928,2533,46499420,8143392
Fieschergletscher,36,1929,2522,46499420,8143392
Fieschergletscher,36,1930,2514,46499420,8143392
Fieschergletscher,36,1931,2516,46499420,8143392
Fieschergletscher,36,1932,2514,46499420,8143392
Fieschergletscher,36,1933,2503,46499420,8143392
Fieschergletscher,36,1934,2473,46499420,8143392
Fieschergletscher,36,1935,2471,46499420,8143392
Fieschergletscher,36,1936,2467,46499420,8143392
Fieschergletscher,36,1937,2463,46499420,8143392
Fieschergletscher,36,1938,2460,46499420,8143392
Fieschergletscher,36,1939,2444,46499420,8143392
Fieschergletscher,36,1940,2452,46499420,8143392
Fieschergletscher,36,1941,2454,46499420,8143392
Fieschergletscher,36,1942,2444,46499420,8143392
Fieschergletscher,36,1943,2440,46499420,8143392
Fieschergletscher,36,1944,2434,46499420,8143392
Fieschergletscher,36,1945,2431,46499420,8143392
Fieschergletscher,36,1946,2427,46499420,8143392
Fieschergletscher,36,1947,2417,46499420,8143392
Fieschergletscher,36,1948,2413,46499420,8143392
Fieschergletscher,36,1949,2409,46499420,8143392
Fieschergletscher,36,1950,2403,46499420,8143392
Fieschergletscher,36,1951,2401,46499420,8143392
Fieschergletscher,36,1952,2399,46499420,8143392
Fieschergletscher,36,1953,2395,46499420,8143392
Fieschergletscher,36,1954,2393,46499420,8143392
Fieschergletscher,36,1955,2389,46499420,8143392
Fieschergletscher,36,1956,2386,46499420,8143392
Fieschergletscher,36,1957,2384,46499420,8143392
Fieschergletscher,36,1958,2379,46499420,8143392
Fieschergletscher,36,1959,2377,46499420,8143392
Fieschergletscher,36,1960,2370,46499420,8143392
Fieschergletscher,36,1961,2332,46499420,8143392
Fieschergletscher,36,1962,2275,46499420,8143392
Fieschergletscher,36,1963,2272,46499420,8143392
Fieschergletscher,36,1964,2236,46499420,8143392
Fieschergletscher,36,1965,2213,46499420,8143392
Fieschergletscher,36,1966,2198,46499420,8143392
Fieschergletscher,36,1967,2170,46499420,8143392
Fieschergletscher,36,1968,2160,46499420,8143392
Fieschergletscher,36,1969,2137,46499420,8143392
Fieschergletscher,36,1970,2126,46499420,8143392
Fieschergletscher,36,1971,2107,46499420,8143392
Fieschergletscher,36,1972,2088,46499420,8143392
Fieschergletscher,36,1973,2066,46499420,8143392
Fieschergletscher,36,1974,2042,46499420,8143392
Fieschergletscher,36,1975,2012,46499420,8143392
Fieschergletscher,36,1976,1991,46499420,8143392
Fieschergletscher,36,1977,1978,46499420,8143392
Fieschergletscher,36,1978,1997,46499420,8143392
Fieschergletscher,36,1979,1989,46499420,8143392
Fieschergletscher,36,1980,1976,46499420,8143392
Fieschergletscher,36,1981,1937,46499420,8143392
Fieschergletscher,36,1982,1929,46499420,8143392
Fieschergletscher,36,1983,1919,46499420,8143392
Fieschergletscher,36,1984,1923,46499420,8143392
Fieschergletscher,36,1985,1918,46499420,8143392
Fieschergletscher,36,1986,1918,46499420,8143392
Fieschergletscher,36,1987,1907,46499420,8143392
Fieschergletscher,36,1988,1924,46499420,8143392
Fieschergletscher,36,1989,1907,46499420,8143392
Fieschergletscher,36,1990,1906,46499420,8143392
Fieschergletscher,36,1991,1900,46499420,8143392
Fieschergletscher,36,1992,1907,46499420,8143392
Fieschergletscher,36,1993,1891,46499420,8143392
Fieschergletscher,36,1994,1870,46499420,8143392
Fieschergletscher,36,1995,1853,46499420,8143392
Fieschergletscher,36,1996,1846,46499420,8143392
Fieschergletscher,36,1997,1833,46499420,8143392
Fieschergletscher,36,1998,1767,46499420,8143392
Fieschergletscher,36,1999,1741,46499420,8143392
Fieschergletscher,36,2000,1733,46499420,8143392
Fieschergletscher,36,2001,1721,46499420,8143392
Fieschergletscher,36,2002,1721,46499420,8143392
Fieschergletscher,36,2003,1721,46499420,8143392
Fieschergletscher,36,2004,1681,46499420,8143392
Fieschergletscher,36,2005,1669,46499420,8143392
Fieschergletscher,36,2006,1656,46499420,8143392
Fieschergletscher,36,2007,1607,46499420,8143392
Fieschergletscher,36,2008,1574,46499420,8143392
Fieschergletscher,36,2009,1563,46499420,8143392
Fieschergletscher,36,2010,1538,46499420,8143392
Fieschergletscher,36,2011,1496,46499420,8143392
Fieschergletscher,36,2012,1439,46499420,8143392
Fieschergletscher,36,2013,1439,46499420,8143392
Fieschergletscher,36,2014,1439,46499420,8143392
Fieschergletscher,36,2015,1229,46499420,8143392
Fieschergletscher,36,2016,1229,46499420,8143392
Fieschergletscher,36,2017,1229,46499420,8143392
Fieschergletscher,36,2018,1192,46499420,8143392
Fieschergletscher,36,2019,1155,46499420,8143392
Fieschergletscher,36,2020,1117,46499420,8143392
Fieschergletscher,36,2021,1080,46499420,8143392
Fieschergletscher,36,2022,1043,46499420,8143392
Fieschergletscher,36,2023,1006,46499420,8143392
Fieschergletscher,36,2024,968,46499420,8143392
Fieschergletscher,36,2025,931,46499420,8143392
Fieschergletscher,36,2026,894,46499420,8143392
Fieschergletscher,36,2027,857,46499420,8143392
Fieschergletscher,36,2028,819,46499420,8143392
Fieschergletscher,36,2029,782,46499420,8143392
Fieschergletscher,36,2030,745,46499420,8143392
Fieschergletscher,36,2031,708,46499420,8143392
Fieschergletscher,36,2032,670,46499420,8143392
Fieschergletscher,36,2033,633,46499420,8143392
Fieschergletscher,36,2034,596,46499420,8143392
Fieschergletscher,36,2035,559,46499420,8143392
Fieschergletscher,36,2036,521,46499420,8143392
Fieschergletscher,36,2037,484,46499420,8143392
Fieschergletscher,36,2038,447,46499420,8143392
