name,size,year,absoluteLength,breitengrad,laengengrad
Grand Désert,30,2078,0,46071520,7340467
Grand Désert,30,2079,0,46071520,7340467
Grand Désert,30,2080,0,46071520,7340467
Grand Désert,30,2081,0,46071520,7340467
Grand Désert,30,2082,0,46071520,7340467
Grand Désert,30,2083,0,46071520,7340467
Grand Désert,30,2084,0,46071520,7340467
Grand Désert,30,2085,0,46071520,7340467
Grand Désert,30,2086,0,46071520,7340467
Grand Désert,30,2087,0,46071520,7340467
Grand Désert,30,2088,0,46071520,7340467
Grand Désert,30,2089,0,46071520,7340467
Grand Désert,30,2090,0,46071520,7340467
Grosser Aletschgletscher,1,1900,26224,46488436,8051447
Grosser Aletschgletscher,1,1901,26212,46488436,8051447
Grosser Aletschgletscher,1,1902,26206,46488436,8051447
Grosser Aletschgletscher,1,1903,26194,46488436,8051447
Grosser Aletschgletscher,1,1904,26174,46488436,8051447
Grosser Aletschgletscher,1,1905,26149,46488436,8051447
Grosser Aletschgletscher,1,1906,26137,46488436,8051447
Grosser Aletschgletscher,1,1907,26130,46488436,8051447
Grosser Aletschgletscher,1,1908,26129,46488436,8051447
Grosser Aletschgletscher,1,1909,26104,46488436,8051447
Grosser Aletschgletscher,1,1910,26084,46488436,8051447
Grosser Aletschgletscher,1,1911,26066,46488436,8051447
Grosser Aletschgletscher,1,1912,26063,46488436,8051447
Grosser Aletschgletscher,1,1913,26052,46488436,8051447
Grosser Aletschgletscher,1,1914,26045,46488436,8051447
Grosser Aletschgletscher,1,1915,26039,46488436,8051447
Grosser Aletschgletscher,1,1916,26003,46488436,8051447
Grosser Aletschgletscher,1,1917,25998,46488436,8051447
Grosser Aletschgletscher,1,1918,25989,46488436,8051447
Grosser Aletschgletscher,1,1919,25980,46488436,8051447
Grosser Aletschgletscher,1,1920,25959,46488436,8051447
Grosser Aletschgletscher,1,1921,25929,46488436,8051447
Grosser Aletschgletscher,1,1922,25909,46488436,8051447
Grosser Aletschgletscher,1,1923,25831,46488436,8051447
Grosser Aletschgletscher,1,1924,25798,46488436,8051447
Grosser Aletschgletscher,1,1925,25788,46488436,8051447
Grosser Aletschgletscher,1,1926,25774,46488436,8051447
Grosser Aletschgletscher,1,1927,25749,46488436,8051447
Grosser Aletschgletscher,1,1928,25731,46488436,8051447
Grosser Aletschgletscher,1,1929,25717,46488436,8051447
Grosser Aletschgletscher,1,1930,25699,46488436,8051447
Grosser Aletschgletscher,1,1931,25695,46488436,8051447
Grosser Aletschgletscher,1,1932,25693,46488436,8051447
Grosser Aletschgletscher,1,1933,25690,46488436,8051447
Grosser Aletschgletscher,1,1934,25677,46488436,8051447
Grosser Aletschgletscher,1,1935,25676,46488436,8051447
Grosser Aletschgletscher,1,1936,25669,46488436,8051447
Grosser Aletschgletscher,1,1937,25651,46488436,8051447
Grosser Aletschgletscher,1,1938,25632,46488436,8051447
Grosser Aletschgletscher,1,1939,25614,46488436,8051447
Grosser Aletschgletscher,1,1940,25593,46488436,8051447
Grosser Aletschgletscher,1,1941,25573,46488436,8051447
Grosser Aletschgletscher,1,1942,25571,46488436,8051447
Grosser Aletschgletscher,1,1943,25545,46488436,8051447
Grosser Aletschgletscher,1,1944,25521,46488436,8051447
Grosser Aletschgletscher,1,1945,25509,46488436,8051447
Grosser Aletschgletscher,1,1946,25495,46488436,8051447
Grosser Aletschgletscher,1,1947,25471,46488436,8051447
Grosser Aletschgletscher,1,1948,25464,46488436,8051447
Grosser Aletschgletscher,1,1949,25455,46488436,8051447
Grosser Aletschgletscher,1,1950,25445,46488436,8051447
Grosser Aletschgletscher,1,1951,25430,46488436,8051447
Grosser Aletschgletscher,1,1952,25406,46488436,8051447
Grosser Aletschgletscher,1,1953,25377,46488436,8051447
Grosser Aletschgletscher,1,1954,25368,46488436,8051447
Grosser Aletschgletscher,1,1955,25324,46488436,8051447
Grosser Aletschgletscher,1,1956,25318,46488436,8051447
Grosser Aletschgletscher,1,1957,25294,46488436,8051447
Grosser Aletschgletscher,1,1958,25274,46488436,8051447
Grosser Aletschgletscher,1,1959,25264,46488436,8051447
Grosser Aletschgletscher,1,1960,25241,46488436,8051447
Grosser Aletschgletscher,1,1961,25222,46488436,8051447
Grosser Aletschgletscher,1,1962,25197,46488436,8051447
Grosser Aletschgletscher,1,1963,25182,46488436,8051447
Grosser Aletschgletscher,1,1964,25156,46488436,8051447
Grosser Aletschgletscher,1,1965,25093,46488436,8051447
Grosser Aletschgletscher,1,1966,25019,46488436,8051447
Grosser Aletschgletscher,1,1967,24983,46488436,8051447
Grosser Aletschgletscher,1,1968,24975,46488436,8051447
Grosser Aletschgletscher,1,1969,24959,46488436,8051447
Grosser Aletschgletscher,1,1970,24934,46488436,8051447
Grosser Aletschgletscher,1,1971,24900,46488436,8051447
Grosser Aletschgletscher,1,1972,24872,46488436,8051447
Grosser Aletschgletscher,1,1973,24830,46488436,8051447
Grosser Aletschgletscher,1,1974,24790,46488436,8051447
Grosser Aletschgletscher,1,1975,24788,46488436,8051447
Grosser Aletschgletscher,1,1976,24778,46488436,8051447
Grosser Aletschgletscher,1,1977,24751,46488436,8051447
Grosser Aletschgletscher,1,1978,24723,46488436,8051447
Grosser Aletschgletscher,1,1979,24701,46488436,8051447
Grosser Aletschgletscher,1,1980,24692,46488436,8051447
Grosser Aletschgletscher,1,1981,24664,46488436,8051447
Grosser Aletschgletscher,1,1982,24652,46488436,8051447
Grosser Aletschgletscher,1,1983,24557,46488436,8051447
Grosser Aletschgletscher,1,1984,24511,46488436,8051447
Grosser Aletschgletscher,1,1985,24465,46488436,8051447
Grosser Aletschgletscher,1,1986,24440,46488436,8051447
Grosser Aletschgletscher,1,1987,24418,46488436,8051447
Grosser Aletschgletscher,1,1988,24406,46488436,8051447
Grosser Aletschgletscher,1,1989,24392,46488436,8051447
Grosser Aletschgletscher,1,1990,24373,46488436,8051447
Grosser Aletschgletscher,1,1991,24364,46488436,8051447
Grosser Aletschgletscher,1,1992,24346,46488436,8051447
Grosser Aletschgletscher,1,1993,24320,46488436,8051447
Grosser Aletschgletscher,1,1994,24283,46488436,8051447
Grosser Aletschgletscher,1,1995,24223,46488436,8051447
Grosser Aletschgletscher,1,1996,24193,46488436,8051447
Grosser Aletschgletscher,1,1997,24150,46488436,8051447
Grosser Aletschgletscher,1,1998,24150,46488436,8051447
Grosser Aletschgletscher,1,1999,24104,46488436,8051447
Grosser Aletschgletscher,1,2000,24085,46488436,8051447
Grosser Aletschgletscher,1,2001,24037,46488436,8051447
Grosser Aletschgletscher,1,2002,23980,46488436,8051447
Grosser Aletschgletscher,1,2003,23952,46488436,8051447
Grosser Aletschgletscher,1,2004,23911,46488436,8051447
Grosser Aletschgletscher,1,2005,23845,46488436,8051447
Grosser Aletschgletscher,1,2006,23730,46488436,8051447
Grosser Aletschgletscher,1,2007,23698,46488436,8051447
Grosser Aletschgletscher,1,2008,23630,46488436,8051447
Grosser Aletschgletscher,1,2009,23597,46488436,8051447
Grosser Aletschgletscher,1,2010,23576,46488436,8051447
Grosser Aletschgletscher,1,2011,23542,46488436,8051447
Grosser Aletschgletscher,1,2012,23509,46488436,8051447
Grosser Aletschgletscher,1,2013,23495,46488436,8051447
Grosser Aletschgletscher,1,2014,23463,46488436,8051447
Grosser Aletschgletscher,1,2015,23409,46488436,8051447
Grosser Aletschgletscher,1,2016,23350,46488436,8051447
Grosser Aletschgletscher,1,2017,23270,46488436,8051447
Grosser Aletschgletscher,1,2018,22951,46488436,8051447
Grosser Aletschgletscher,1,2019,22632,46488436,8051447
Grosser Aletschgletscher,1,2020,22314,46488436,8051447
Grosser Aletschgletscher,1,2021,21995,46488436,8051447
Grosser Aletschgletscher,1,2022,21676,46488436,8051447
Grosser Aletschgletscher,1,2023,21357,46488436,8051447
Grosser Aletschgletscher,1,2024,21039,46488436,8051447
Grosser Aletschgletscher,1,2025,20720,46488436,8051447
Grosser Aletschgletscher,1,2026,20401,46488436,8051447
Grosser Aletschgletscher,1,2027,20082,46488436,8051447
Grosser Aletschgletscher,1,2028,19764,46488436,8051447
Grosser Aletschgletscher,1,2029,19445,46488436,8051447
Grosser Aletschgletscher,1,2030,19126,46488436,8051447
Grosser Aletschgletscher,1,2031,18807,46488436,8051447
Grosser Aletschgletscher,1,2032,18488,46488436,8051447
Grosser Aletschgletscher,1,2033,18170,46488436,8051447
Grosser Aletschgletscher,1,2034,17851,46488436,8051447
Grosser Aletschgletscher,1,2035,17532,46488436,8051447
Grosser Aletschgletscher,1,2036,17213,46488436,8051447
Grosser Aletschgletscher,1,2037,16895,46488436,8051447
Grosser Aletschgletscher,1,2038,16576,46488436,8051447
Grosser Aletschgletscher,1,2039,16257,46488436,8051447
Grosser Aletschgletscher,1,2040,15938,46488436,8051447
Grosser Aletschgletscher,1,2041,15620,46488436,8051447
Grosser Aletschgletscher,1,2042,15301,46488436,8051447
Grosser Aletschgletscher,1,2043,14982,46488436,8051447
Grosser Aletschgletscher,1,2044,14663,46488436,8051447
Grosser Aletschgletscher,1,2045,14345,46488436,8051447
Grosser Aletschgletscher,1,2046,14026,46488436,8051447
Grosser Aletschgletscher,1,2047,13707,46488436,8051447
Grosser Aletschgletscher,1,2048,13388,46488436,8051447
Grosser Aletschgletscher,1,2049,13069,46488436,8051447
Grosser Aletschgletscher,1,2050,12751,46488436,8051447
Grosser Aletschgletscher,1,2051,12432,46488436,8051447
Grosser Aletschgletscher,1,2052,12113,46488436,8051447
Grosser Aletschgletscher,1,2053,11794,46488436,8051447
Grosser Aletschgletscher,1,2054,11476,46488436,8051447
Grosser Aletschgletscher,1,2055,11157,46488436,8051447
Grosser Aletschgletscher,1,2056,10838,46488436,8051447
Grosser Aletschgletscher,1,2057,10519,46488436,8051447
Grosser Aletschgletscher,1,2058,10201,46488436,8051447
Grosser Aletschgletscher,1,2059,9882,46488436,8051447
Grosser Aletschgletscher,1,2060,9563,46488436,8051447
Grosser Aletschgletscher,1,2061,9244,46488436,8051447
Grosser Aletschgletscher,1,2062,8925,46488436,8051447
Grosser Aletschgletscher,1,2063,8607,46488436,8051447
Grosser Aletschgletscher,1,2064,8288,46488436,8051447
Grosser Aletschgletscher,1,2065,7969,46488436,8051447
Grosser Aletschgletscher,1,2066,7650,46488436,8051447
Grosser Aletschgletscher,1,2067,7332,46488436,8051447
Grosser Aletschgletscher,1,2068,7013,46488436,8051447
Grosser Aletschgletscher,1,2069,6694,46488436,8051447
Grosser Aletschgletscher,1,2070,6375,46488436,8051447
Grosser Aletschgletscher,1,2071,6057,46488436,8051447
Grosser Aletschgletscher,1,2072,5738,46488436,8051447
Grosser Aletschgletscher,1,2073,5419,46488436,8051447
Grosser Aletschgletscher,1,2074,5100,46488436,8051447
Grosser Aletschgletscher,1,2075,4782,46488436,8051447
Grosser Aletschgletscher,1,2076,4463,46488436,8051447
Grosser Aletschgletscher,1,2077,4144,46488436,8051447
Grosser Aletschgletscher,1,2078,3825,46488436,8051447
Grosser Aletschgletscher,1,2079,3506,46488436,8051447
Grosser Aletschgletscher,1,2080,3188,46488436,8051447
Grosser Aletschgletscher,1,2081,2869,46488436,8051447
Grosser Aletschgletscher,1,2082,2550,46488436,8051447
Grosser Aletschgletscher,1,2083,2231,46488436,8051447
Grosser Aletschgletscher,1,2084,1913,46488436,8051447
Grosser Aletschgletscher,1,2085,1594,46488436,8051447
Grosser Aletschgletscher,1,2086,1275,46488436,8051447
Grosser Aletschgletscher,1,2087,956,46488436,8051447
Grosser Aletschgletscher,1,2088,638,46488436,8051447
Grosser Aletschgletscher,1,2089,319,46488436,8051447
Grosser Aletschgletscher,1,2090,0,46488436,8051447
Hüfifirn,9,1900,8109,46808290,8848595
Hüfifirn,9,1901,8050,46808290,8848595
Hüfifirn,9,1902,8041,46808290,8848595
Hüfifirn,9,1903,8036,46808290,8848595
Hüfifirn,9,1904,8036,46808290,8848595
Hüfifirn,9,1905,8022,46808290,8848595
Hüfifirn,9,1906,8009,46808290,8848595
Hüfifirn,9,1907,8006,46808290,8848595
Hüfifirn,9,1908,7996,46808290,8848595
Hüfifirn,9,1909,7994,46808290,8848595
Hüfifirn,9,1910,7994,46808290,8848595
Hüfifirn,9,1911,7990,46808290,8848595
Hüfifirn,9,1912,7987,46808290,8848595
Hüfifirn,9,1913,7984,46808290,8848595
Hüfifirn,9,1914,7974,46808290,8848595
Hüfifirn,9,1915,7951,46808290,8848595
Hüfifirn,9,1916,7949,46808290,8848595
Hüfifirn,9,1917,7973,46808290,8848595
Hüfifirn,9,1918,7983,46808290,8848595
Hüfifirn,9,1919,7989,46808290,8848595
Hüfifirn,9,1920,8040,46808290,8848595
Hüfifirn,9,1921,8010,46808290,8848595
Hüfifirn,9,1922,8024,46808290,8848595
Hüfifirn,9,1923,8016,46808290,8848595
Hüfifirn,9,1924,8012,46808290,8848595
Hüfifirn,9,1925,8015,46808290,8848595
Hüfifirn,9,1926,8020,46808290,8848595
Hüfifirn,9,1927,8028,46808290,8848595
Hüfifirn,9,1928,8024,46808290,8848595
Hüfifirn,9,1929,8024,46808290,8848595
Hüfifirn,9,1930,8022,46808290,8848595
Hüfifirn,9,1931,8018,46808290,8848595
Hüfifirn,9,1932,8016,46808290,8848595
Hüfifirn,9,1933,8039,46808290,8848595
Hüfifirn,9,1934,8020,46808290,8848595
Hüfifirn,9,1935,8013,46808290,8848595
Hüfifirn,9,1936,7993,46808290,8848595
Hüfifirn,9,1937,7971,46808290,8848595
Hüfifirn,9,1938,7938,46808290,8848595
Hüfifirn,9,1939,7934,46808290,8848595
Hüfifirn,9,1940,7934,46808290,8848595
Hüfifirn,9,1941,7940,46808290,8848595
Hüfifirn,9,1942,7934,46808290,8848595
Hüfifirn,9,1943,7898,46808290,8848595
Hüfifirn,9,1944,7911,46808290,8848595
Hüfifirn,9,1945,7918,46808290,8848595
Hüfifirn,9,1946,7899,46808290,8848595
Hüfifirn,9,1947,7885,46808290,8848595
Hüfifirn,9,1948,7861,46808290,8848595
Hüfifirn,9,1949,7828,46808290,8848595
Hüfifirn,9,1950,7828,46808290,8848595
Hüfifirn,9,1951,7815,46808290,8848595
Hüfifirn,9,1952,7803,46808290,8848595
Hüfifirn,9,1953,7793,46808290,8848595
Hüfifirn,9,1954,7785,46808290,8848595
Hüfifirn,9,1955,7779,46808290,8848595
Hüfifirn,9,1956,7775,46808290,8848595
Hüfifirn,9,1957,7750,46808290,8848595
Hüfifirn,9,1958,7713,46808290,8848595
Hüfifirn,9,1959,7713,46808290,8848595
Hüfifirn,9,1960,7713,46808290,8848595
Hüfifirn,9,1961,7568,46808290,8848595
Hüfifirn,9,1962,7540,46808290,8848595
Hüfifirn,9,1963,7524,46808290,8848595
Hüfifirn,9,1964,7518,46808290,8848595
Hüfifirn,9,1965,7510,46808290,8848595
Hüfifirn,9,1966,7521,46808290,8848595
Hüfifirn,9,1967,7535,46808290,8848595
Hüfifirn,9,1968,7491,46808290,8848595
Hüfifirn,9,1969,7490,46808290,8848595
Hüfifirn,9,1970,7490,46808290,8848595
Hüfifirn,9,1971,7497,46808290,8848595
Hüfifirn,9,1972,7513,46808290,8848595
Hüfifirn,9,1973,7519,46808290,8848595
Hüfifirn,9,1974,7519,46808290,8848595
Hüfifirn,9,1975,7525,46808290,8848595
Hüfifirn,9,1976,7487,46808290,8848595
Hüfifirn,9,1977,7487,46808290,8848595
Hüfifirn,9,1978,7505,46808290,8848595
Hüfifirn,9,1979,7534,46808290,8848595
Hüfifirn,9,1980,7549,46808290,8848595
Hüfifirn,9,1981,7551,46808290,8848595
Hüfifirn,9,1982,7561,46808290,8848595
Hüfifirn,9,1983,7575,46808290,8848595
Hüfifirn,9,1984,7581,46808290,8848595
Hüfifirn,9,1985,7575,46808290,8848595
Hüfifirn,9,1986,7581,46808290,8848595
Hüfifirn,9,1987,7558,46808290,8848595
Hüfifirn,9,1988,7582,46808290,8848595
Hüfifirn,9,1989,7561,46808290,8848595
Hüfifirn,9,1990,7557,46808290,8848595
Hüfifirn,9,1991,7557,46808290,8848595
Hüfifirn,9,1992,7531,46808290,8848595
Hüfifirn,9,1993,7531,46808290,8848595
Hüfifirn,9,1994,7498,46808290,8848595
Hüfifirn,9,1995,7465,46808290,8848595
Hüfifirn,9,1996,7454,46808290,8848595
Hüfifirn,9,1997,7430,46808290,8848595
Hüfifirn,9,1998,7404,46808290,8848595
Hüfifirn,9,1999,7388,46808290,8848595
Hüfifirn,9,2000,7395,46808290,8848595
Hüfifirn,9,2001,7362,46808290,8848595
Hüfifirn,9,2002,7343,46808290,8848595
Hüfifirn,9,2003,7281,46808290,8848595
Hüfifirn,9,2004,7247,46808290,8848595
Hüfifirn,9,2005,7243,46808290,8848595
Hüfifirn,9,2006,7179,46808290,8848595
Hüfifirn,9,2007,7175,46808290,8848595
Hüfifirn,9,2008,7163,46808290,8848595
Hüfifirn,9,2009,7154,46808290,8848595
Hüfifirn,9,2010,7154,46808290,8848595
Hüfifirn,9,2011,7154,46808290,8848595
Hüfifirn,9,2012,7154,46808290,8848595
Hüfifirn,9,2013,7154,46808290,8848595
Hüfifirn,9,2014,7154,46808290,8848595
Hüfifirn,9,2015,7154,46808290,8848595
Hüfifirn,9,2016,7154,46808290,8848595
Hüfifirn,9,2017,7154,46808290,8848595
Hüfifirn,9,2018,7056,46808290,8848595
Hüfifirn,9,2019,6958,46808290,8848595
Hüfifirn,9,2020,6860,46808290,8848595
Hüfifirn,9,2021,6762,46808290,8848595
Hüfifirn,9,2022,6664,46808290,8848595
Hüfifirn,9,2023,6566,46808290,8848595
Hüfifirn,9,2024,6468,46808290,8848595
Hüfifirn,9,2025,6370,46808290,8848595
Hüfifirn,9,2026,6272,46808290,8848595
Hüfifirn,9,2027,6174,46808290,8848595
Hüfifirn,9,2028,6076,46808290,8848595
Hüfifirn,9,2029,5978,46808290,8848595
Hüfifirn,9,2030,5880,46808290,8848595
Hüfifirn,9,2031,5782,46808290,8848595
Hüfifirn,9,2032,5684,46808290,8848595
Hüfifirn,9,2033,5586,46808290,8848595
Hüfifirn,9,2034,5488,46808290,8848595
Hüfifirn,9,2035,5390,46808290,8848595
Hüfifirn,9,2036,5292,46808290,8848595
Hüfifirn,9,2037,5194,46808290,8848595
Hüfifirn,9,2038,5096,46808290,8848595
Hüfifirn,9,2039,4998,46808290,8848595
Hüfifirn,9,2040,4900,46808290,8848595
Hüfifirn,9,2041,4802,46808290,8848595
Hüfifirn,9,2042,4704,46808290,8848595
Hüfifirn,9,2043,4606,46808290,8848595
Hüfifirn,9,2044,4508,46808290,8848595
Hüfifirn,9,2045,4410,46808290,8848595
Hüfifirn,9,2046,4312,46808290,8848595
Hüfifirn,9,2047,4214,46808290,8848595
Hüfifirn,9,2048,4116,46808290,8848595
Hüfifirn,9,2049,4018,46808290,8848595
Hüfifirn,9,2050,3920,46808290,8848595
Hüfifirn,9,2051,3822,46808290,8848595
Hüfifirn,9,2052,3724,46808290,8848595
Hüfifirn,9,2053,3626,46808290,8848595
Hüfifirn,9,2054,3528,46808290,8848595
Hüfifirn,9,2055,3430,46808290,8848595
Hüfifirn,9,2056,3332,46808290,8848595
Hüfifirn,9,2057,3234,46808290,8848595
Hüfifirn,9,2058,3136,46808290,8848595
Hüfifirn,9,2059,3038,46808290,8848595
Hüfifirn,9,2060,2940,46808290,8848595
Hüfifirn,9,2061,2842,46808290,8848595
Hüfifirn,9,2062,2744,46808290,8848595
Hüfifirn,9,2063,2646,46808290,8848595
Hüfifirn,9,2064,2548,46808290,8848595
Hüfifirn,9,2065,2450,46808290,8848595
Hüfifirn,9,2066,2352,46808290,8848595
Hüfifirn,9,2067,2254,46808290,8848595
Hüfifirn,9,2068,2156,46808290,8848595
Hüfifirn,9,2069,2058,46808290,8848595
Hüfifirn,9,2070,1960,46808290,8848595
Hüfifirn,9,2071,1862,46808290,8848595
Hüfifirn,9,2072,1764,46808290,8848595
Hüfifirn,9,2073,1666,46808290,8848595
Hüfifirn,9,2074,1568,46808290,8848595
Hüfifirn,9,2075,1470,46808290,8848595
Hüfifirn,9,2076,1372,46808290,8848595
Hüfifirn,9,2077,1274,46808290,8848595
Hüfifirn,9,2078,1176,46808290,8848595
Hüfifirn,9,2079,1078,46808290,8848595
Hüfifirn,9,2080,980,46808290,8848595
Hüfifirn,9,2081,882,46808290,8848595
Hüfifirn,9,2082,784,46808290,8848595
Hüfifirn,9,2083,686,46808290,8848595
Hüfifirn,9,2084,588,46808290,8848595
Hüfifirn,9,2085,490,46808290,8848595
Hüfifirn,9,2086,392,46808290,8848595
Hüfifirn,9,2087,294,46808290,8848595
Hüfifirn,9,2088,196,46808290,8848595
Hüfifirn,9,2089,98,46808290,8848595
Hüfifirn,9,2090,0,46808290,8848595
Langgletscher,12,1900,7173,46457326,7929789
Langgletscher,12,1901,7173,46457326,7929789
Langgletscher,12,1902,7173,46457326,7929789
Langgletscher,12,1903,7166,46457326,7929789
Langgletscher,12,1904,7156,46457326,7929789
Langgletscher,12,1905,7156,46457326,7929789
Langgletscher,12,1906,7129,46457326,7929789
Langgletscher,12,1907,7118,46457326,7929789
Langgletscher,12,1908,7117,46457326,7929789
Langgletscher,12,1909,7101,46457326,7929789
Langgletscher,12,1910,7101,46457326,7929789
Langgletscher,12,1911,7087,46457326,7929789
Langgletscher,12,1912,7082,46457326,7929789
Langgletscher,12,1913,7080,46457326,7929789
Langgletscher,12,1914,7080,46457326,7929789
Langgletscher,12,1915,7080,46457326,7929789
Langgletscher,12,1916,7083,46457326,7929789
Langgletscher,12,1917,7081,46457326,7929789
Langgletscher,12,1918,7142,46457326,7929789
Langgletscher,12,1919,7209,46457326,7929789
Langgletscher,12,1920,7292,46457326,7929789
Langgletscher,12,1921,7343,46457326,7929789
Langgletscher,12,1922,7370,46457326,7929789
Langgletscher,12,1923,7385,46457326,7929789
Langgletscher,12,1924,7389,46457326,7929789
Langgletscher,12,1925,7381,46457326,7929789
Langgletscher,12,1926,7374,46457326,7929789
Langgletscher,12,1927,7401,46457326,7929789
Langgletscher,12,1928,7405,46457326,7929789
Langgletscher,12,1929,7403,46457326,7929789
Langgletscher,12,1930,7409,46457326,7929789
Langgletscher,12,1931,7414,46457326,7929789
Langgletscher,12,1932,7414,46457326,7929789
Langgletscher,12,1933,7407,46457326,7929789
Langgletscher,12,1934,7375,46457326,7929789
Langgletscher,12,1935,7369,46457326,7929789
Langgletscher,12,1936,7347,46457326,7929789
Langgletscher,12,1937,7343,46457326,7929789
Langgletscher,12,1938,7335,46457326,7929789
Langgletscher,12,1939,7331,46457326,7929789
Langgletscher,12,1940,7321,46457326,7929789
Langgletscher,12,1941,7307,46457326,7929789
Langgletscher,12,1942,7281,46457326,7929789
Langgletscher,12,1943,7241,46457326,7929789
Langgletscher,12,1944,7225,46457326,7929789
Langgletscher,12,1945,7199,46457326,7929789
Langgletscher,12,1946,7193,46457326,7929789
Langgletscher,12,1947,7181,46457326,7929789
Langgletscher,12,1948,7181,46457326,7929789
Langgletscher,12,1949,7169,46457326,7929789
Langgletscher,12,1950,7147,46457326,7929789
Langgletscher,12,1951,7133,46457326,7929789
Langgletscher,12,1952,7125,46457326,7929789
Langgletscher,12,1953,7115,46457326,7929789
Langgletscher,12,1954,7109,46457326,7929789
Langgletscher,12,1955,7103,46457326,7929789
Langgletscher,12,1956,7091,46457326,7929789
Langgletscher,12,1957,7086,46457326,7929789
Langgletscher,12,1958,7074,46457326,7929789
Langgletscher,12,1959,7060,46457326,7929789
Langgletscher,12,1960,7044,46457326,7929789
Langgletscher,12,1961,7036,46457326,7929789
Langgletscher,12,1962,7001,46457326,7929789
Langgletscher,12,1963,7001,46457326,7929789
Langgletscher,12,1964,7001,46457326,7929789
Langgletscher,12,1965,7001,46457326,7929789
Langgletscher,12,1966,7001,46457326,7929789
Langgletscher,12,1967,7001,46457326,7929789
Langgletscher,12,1968,6920,46457326,7929789
Langgletscher,12,1969,6906,46457326,7929789
Langgletscher,12,1970,6889,46457326,7929789
Langgletscher,12,1971,6867,46457326,7929789
Langgletscher,12,1972,6867,46457326,7929789
Langgletscher,12,1973,6835,46457326,7929789
Langgletscher,12,1974,6835,46457326,7929789
Langgletscher,12,1975,6797,46457326,7929789
Langgletscher,12,1976,6780,46457326,7929789
Langgletscher,12,1977,6747,46457326,7929789
Langgletscher,12,1978,6773,46457326,7929789
Langgletscher,12,1979,6586,46457326,7929789
Langgletscher,12,1980,6593,46457326,7929789
Langgletscher,12,1981,6612,46457326,7929789
Langgletscher,12,1982,6635,46457326,7929789
Langgletscher,12,1983,6651,46457326,7929789
Langgletscher,12,1984,6664,46457326,7929789
Langgletscher,12,1985,6687,46457326,7929789
Langgletscher,12,1986,6705,46457326,7929789
Langgletscher,12,1987,6714,46457326,7929789
Langgletscher,12,1988,6745,46457326,7929789
Langgletscher,12,1989,6758,46457326,7929789
Langgletscher,12,1990,6758,46457326,7929789
Langgletscher,12,1991,6751,46457326,7929789
Langgletscher,12,1992,6748,46457326,7929789
Langgletscher,12,1993,6741,46457326,7929789
Langgletscher,12,1994,6740,46457326,7929789
Langgletscher,12,1995,6732,46457326,7929789
Langgletscher,12,1996,6717,46457326,7929789
Langgletscher,12,1997,6682,46457326,7929789
Langgletscher,12,1998,6680,46457326,7929789
Langgletscher,12,1999,6662,46457326,7929789
Langgletscher,12,2000,6631,46457326,7929789
Langgletscher,12,2001,6626,46457326,7929789
Langgletscher,12,2002,6602,46457326,7929789
Langgletscher,12,2003,6586,46457326,7929789
Langgletscher,12,2004,6570,46457326,7929789
Langgletscher,12,2005,6546,46457326,7929789
Langgletscher,12,2006,6529,46457326,7929789
Langgletscher,12,2007,6510,46457326,7929789
Langgletscher,12,2008,6491,46457326,7929789
Langgletscher,12,2009,6478,46457326,7929789
Langgletscher,12,2010,6450,46457326,7929789
Langgletscher,12,2011,6428,46457326,7929789
Langgletscher,12,2012,6416,46457326,7929789
Langgletscher,12,2013,6397,46457326,7929789
Langgletscher,12,2014,6383,46457326,7929789
Langgletscher,12,2015,6367,46457326,7929789
Langgletscher,12,2016,6384,46457326,7929789
Langgletscher,12,2017,6346,46457326,7929789
Langgletscher,12,2018,6259,46457326,7929789
Langgletscher,12,2019,6172,46457326,7929789
Langgletscher,12,2020,6085,46457326,7929789
Langgletscher,12,2021,5998,46457326,7929789
Langgletscher,12,2022,5911,46457326,7929789
Langgletscher,12,2023,5824,46457326,7929789
Langgletscher,12,2024,5737,46457326,7929789
Langgletscher,12,2025,5651,46457326,7929789
Langgletscher,12,2026,5564,46457326,7929789
Langgletscher,12,2027,5477,46457326,7929789
Langgletscher,12,2028,5390,46457326,7929789
Langgletscher,12,2029,5303,46457326,7929789
Langgletscher,12,2030,5216,46457326,7929789
Langgletscher,12,2031,5129,46457326,7929789
Langgletscher,12,2032,5042,46457326,7929789
Langgletscher,12,2033,4955,46457326,7929789
Langgletscher,12,2034,4868,46457326,7929789
Langgletscher,12,2035,4781,46457326,7929789
Langgletscher,12,2036,4694,46457326,7929789
Langgletscher,12,2037,4607,46457326,7929789
Langgletscher,12,2038,4520,46457326,7929789
Langgletscher,12,2039,4434,46457326,7929789
Langgletscher,12,2040,4347,46457326,7929789
Langgletscher,12,2041,4260,46457326,7929789
Langgletscher,12,2042,4173,46457326,7929789
Langgletscher,12,2043,4086,46457326,7929789
Langgletscher,12,2044,3999,46457326,7929789
Langgletscher,12,2045,3912,46457326,7929789
Langgletscher,12,2046,3825,46457326,7929789
Langgletscher,12,2047,3738,46457326,7929789
Langgletscher,12,2048,3651,46457326,7929789
Langgletscher,12,2049,3564,46457326,7929789
Langgletscher,12,2050,3477,46457326,7929789
Langgletscher,12,2051,3390,46457326,7929789
Langgletscher,12,2052,3303,46457326,7929789
Langgletscher,12,2053,3216,46457326,7929789
Langgletscher,12,2054,3130,46457326,7929789
